timestamp,temperatura,viento,humedad,const,g,ruido,udesidad,presion,luminosidad,pis
519851340,20.01108554712211,6.806109717787943,46.05718679152072,1.0,9.809999753329405,47.068376577852284,1.0470428557104117,1015.4944335298595,503.52537116595374,3.141592653589793
519851341,17.10455930749801,13.575100152752842,49.85251324953995,1.0,9.809998762895324,47.198732977647396,1.0892506555728778,1012.863906253446,445.6776822719382,3.141592653589793
519851342,8.839336969355857,14.24328231701907,51.757346215895076,1.0,9.809999778199384,56.035863001547085,1.0994982099501587,1012.3956066054527,530.4099003696209,3.141592653589793
519851343,19.871172432542057,8.56419833287558,51.57674775132972,1.0,9.810001514741032,44.99119985151081,1.0000313718763403,1017.4340832306232,508.31457879575726,3.141592653589793
519851344,16.21638535792082,13.982757618570536,49.27694938175843,1.0,9.81000044654218,52.657799251872206,0.9638660476545429,1028.9302749482624,425.2449346233126,3.141592653589793
519851345,15.188646371230961,12.21571880410827,49.216405286088566,1.0,9.810000542744367,50.706282800960416,0.8707268505068113,1010.5026851327219,599.3963679902579,3.141592653589793
519851346,4.82668821204328,8.079630241395996,47.7403586485762,1.0,9.810001088610703,56.508849898730745,0.872365969627895,1022.0501373991772,346.3870712035729,3.141592653589793
519851347,15.091280187782536,11.024022050191112,50.15093816491608,1.0,9.809999407932372,52.68077412073183,1.0566429230636267,1021.6349130065213,370.29322670486664,3.141592653589793
519851348,17.593194214973273,11.626984936806307,49.968267495036244,1.0,9.809999528518647,51.92378846006117,0.9630615786620274,1027.8691213580578,444.2024763724945,3.141592653589793
519851349,13.520525397783963,5.174990306798018,58.86193717032974,1.0,9.810001089816703,52.04850298322647,1.0594392910038655,1018.7341433970628,471.1454773989807,3.141592653589793
519851350,26.358910802468316,10.861317379722363,49.42779098108972,1.0,9.80999932831524,62.877209285785085,1.0186635256611216,990.1829442138176,616.8934991766405,3.141592653589793
519851351,37.40117305285177,12.018796935072261,44.29974335828376,1.0,9.810000936639973,50.60629968436501,1.0414784584262258,1010.3896684898309,551.4977768345024,3.141592653589793
519851352,22.966822177114032,9.952227050234743,49.95903596242868,1.0,9.80999881947103,45.32105130132373,1.0825512207359311,1000.8732256079384,458.6610127740341,3.141592653589793
519851353,27.075036618518883,8.478102501838034,54.1397066884721,1.0,9.81000020852885,48.39546423347511,1.1093662520589433,1037.3758091622929,672.0850590523755,3.141592653589793
519851354,38.22815763118237,9.372418272758036,61.27040042137516,1.0,9.810000486282252,50.12108169100078,0.981212950749978,1025.768834434146,549.3440351438898,3.141592653589793
519851355,24.307690294988927,9.661168662297941,47.20490440847698,1.0,9.81000058766081,42.751948247424416,0.9856968211155401,1015.6400747069706,546.9487083261016,3.141592653589793
519851356,35.42729625488087,10.789896956458499,44.06161046451148,1.0,9.810000768723695,47.68999976360556,1.0972741497919027,1001.2748158459093,478.6612067889256,3.141592653589793
519851357,10.992788285833113,12.41738462655438,48.80635456619542,1.0,9.809999405853453,42.393637495368175,1.0099832144259968,997.29648006665,647.3800486273173,3.141592653589793
519851358,18.628749896219947,10.164788920714438,50.2707545921593,1.0,9.81000070728927,39.78960555818688,1.065194653243609,1002.5363701120575,558.4619109489518,3.141592653589793
519851359,32.9757901208005,10.122520798517403,55.18238012604082,1.0,9.810000721392425,50.317308366474094,1.0511323673121091,1000.1398394196757,618.5876547388683,3.141592653589793
519851360,26.752711674321855,8.981563010608344,43.53038548497952,1.0,9.80999952029892,48.48825129507763,0.953217333544894,1026.1603031487546,673.0380188070744,3.141592653589793
519851361,20.319581169666986,7.137553327371547,44.268116417136895,1.0,9.810000717303362,52.468931291415366,0.9970166003485834,1013.1522434337941,536.239492650178,3.141592653589793
519851362,29.181458962974816,8.518880575276919,54.982136529666725,1.0,9.809999299228096,58.78495120449253,0.9567821383192049,1014.261986233219,524.2036404812666,3.141592653589793
519851363,23.80509466440241,9.148187072492115,53.24680263799334,1.0,9.810000836344194,58.26078721306781,0.9740564382302426,1004.6194846008178,551.7540064446639,3.141592653589793
519851364,25.163674872379076,9.855032979735864,57.438814969312574,1.0,9.809999184202827,53.681183854140265,0.8478054465942906,1023.0641979777076,377.0072702331102,3.141592653589793
519851365,16.447605416538963,10.509071957444888,54.42534644566222,1.0,9.810000041947507,50.737650670489714,0.9722775382772797,1012.7437087247234,534.637066201639,3.141592653589793
