timestamp,id_metrica,numero_medida,valor
519851340,31,1,46.94365490135931
519851345,31,2,50.83114854432432
519851350,31,3,64.0180620750942
519851355,31,4,42.61994451207588
519851360,31,5,47.8302361376399
519851365,31,6,50.75046523425354
519851370,31,7,60.74541730033071
519851375,31,8,50.53010732638396
519851380,31,9,45.433424022312586
519851385,31,10,54.77294252612859
519851390,31,11,44.012296065289874
519851395,31,12,53.55767005149106
519851400,31,13,39.50576384600617
519851405,31,14,51.116789069692416
519851410,31,15,47.44395821433438
519851415,31,16,47.31880898506786
519851420,31,17,58.12896520444082
519851425,31,18,53.62170794908202
519851430,31,19,53.71223258752303
519851435,31,20,42.71170192277186
519851440,31,21,58.59411608850077
519851445,31,22,44.10463545194453
519851450,31,23,51.52108396626306
519851455,31,24,49.90959507943721
519851460,31,25,39.7721190067278
519851465,31,26,60.38523289506873
519851470,31,27,50.99275641472314
519851475,31,28,47.760311200818165
519851480,31,29,55.60868918875591
519851485,31,30,52.168438188273434
519851490,31,31,46.39877246199972
519851495,31,32,44.065789327705104
519851500,31,33,51.70286387066219
519851505,31,34,46.056796500100184
519851510,31,35,58.26924888416047
519851515,31,36,43.4682619411401
519851520,31,37,46.48208936894398
519851525,31,38,55.537632351589124
519851530,31,39,46.84224709761774
519851535,31,40,53.52238455161073
519851540,31,41,56.046993262004655
519851545,31,42,52.93020184377093
519851550,31,43,51.62868777456099
519851555,31,44,50.59039327446251
519851560,31,45,48.813131061603215
519851565,31,46,44.22802249813414
519851570,31,47,58.14814051449455
519851575,31,48,40.85607290128837
519851580,31,49,51.83150296520692
519851585,31,50,44.081827110553405
519851590,31,51,52.962102158801954
519851595,31,52,42.2757520498981
519851600,31,53,37.95212214577728
519851605,31,54,42.520628420884606
519851610,31,55,54.04518738519385
519851615,31,56,53.75750925391341
519851620,31,57,49.07402526830844
519851625,31,58,39.301671400618844
519851630,31,59,46.14624625601868
519851635,31,60,45.62314358744269
519851640,31,61,52.17306355323839
519851645,31,62,45.398355324498205
519851650,31,63,48.320277608947
519851655,31,64,49.53754757906648
519851660,31,65,49.54632390597382
519851665,31,66,44.06760246380298
519851670,31,67,50.664865099962825
519851675,31,68,45.00934411459045
519851680,31,69,59.355044110872136
519851685,31,70,56.08023126662233
519851690,31,71,52.95255453926699
519851695,31,72,44.869362713975214
519851700,31,73,56.56957703756604
519851705,31,74,56.093664630493656
519851710,31,75,45.640912745388675
519851715,31,76,46.74597471469421
519851720,31,77,42.87974309218367
519851725,31,78,56.4939604381633
519851730,31,79,43.1467703006978
519851735,31,80,58.06267216942095
519851740,31,81,53.72825105196987
519851745,31,82,51.42583055068603
519851750,31,83,50.03101554832118
519851755,31,84,47.7072854753046
519851760,31,85,51.85108283282848
519851765,31,86,47.50193824780694
519851770,31,87,54.93539626654424
519851775,31,88,51.3927907466256
519851780,31,89,52.442971355142525
519851785,31,90,54.18111514202279
519851790,31,91,51.97264895089031
519851795,31,92,57.783335005008595
519851800,31,93,59.22920850141349
519851805,31,94,56.54194602719676
519851810,31,95,43.38445718240971
519851815,31,96,53.59598673254207
519851820,31,97,57.45775707617222
519851825,31,98,54.06212645582844
519851830,31,99,54.942818141787605
519851835,31,100,56.1416875901493
519851840,31,101,39.27361255662418
519851845,31,102,43.475930589193574
519851850,31,103,40.772883537199014
519851855,31,104,54.19057059193559
519851860,31,105,50.80669747879445
519851865,31,106,43.51883866088618
519851870,31,107,46.5082770470228
519851875,31,108,50.55833933933689
519851880,31,109,44.05841755339586
519851885,31,110,47.263193789707124
519851890,31,111,49.842490305718385
519851895,31,112,49.7793709625649
519851900,31,113,51.65071668735832
519851905,31,114,47.56125768032041
519851910,31,115,46.53626802629818
519851915,31,116,51.52155160112082
519851920,31,117,46.22776241245872
519851925,31,118,48.1665923121833
519851930,31,119,44.23500417454193
519851935,31,120,46.80521561993255
519851940,31,121,50.7438310392543
519851945,31,122,46.43918450477448
519851950,31,123,43.292726223979315
519851955,31,124,51.58215000530577
519851960,31,125,41.60591117424258
519851965,31,126,60.69174679647588
519851970,31,127,56.747930585333606
519851975,31,128,41.13650345158547
519851980,31,129,55.35682974489175
519851985,31,130,49.80531966619589
519851990,31,131,61.52388273027489
519851995,31,132,58.845521038027584
519852000,31,133,53.60344199593735
519852005,31,134,50.8044806304084
519852010,31,135,46.00509291843025
519852015,31,136,49.126864344637596
519852020,31,137,50.57036687751995
519852025,31,138,53.72946697532433
519852030,31,139,55.34178490936341
519852035,31,140,54.717760645475344
519852040,31,141,49.29373008442386
519852045,31,142,44.242627731677764
519852050,31,143,49.673581739709014
519852055,31,144,50.521928473920305
519852060,31,145,51.31062217566013
519852065,31,146,52.484977078008754
519852070,31,147,45.054021228106585
519852075,31,148,51.57996063512782
519852080,31,149,54.66125726834728
519852085,31,150,51.836379852551396
519852090,31,151,47.966188172318134
519852095,31,152,47.983270585960405
519852100,31,153,50.129633580794874
519852105,31,154,44.860187865388816
519852110,31,155,51.768056868379894
519852115,31,156,53.2349221814414
519852120,31,157,50.401073676881914
519852125,31,158,61.40746469802203
519852130,31,159,60.94224642554749
519852135,31,160,54.49197325811607
519852140,31,161,44.63613123361614
519852145,31,162,48.77522016097458
519852150,31,163,51.29522096485022
519852155,31,164,46.92337450370367
519852160,31,165,44.75906686855258
519852165,31,166,45.266692148672625
519852170,31,167,47.824528115148404
519852175,31,168,42.36454183595755
519852180,31,169,45.80449098553373
519852185,31,170,55.20512056360894
519852190,31,171,49.766716105080164
519852195,31,172,54.001201421921536
519852200,31,173,55.21610460463229
519852205,31,174,52.29994869591528
519852210,31,175,49.53934652648184
519852215,31,176,51.42178975033348
519852220,31,177,50.38798428913831
519852225,31,178,55.07885036879157
519852230,31,179,48.813348691838954
519852235,31,180,48.530508322165176
519852240,31,181,43.414495344236
519852245,31,182,44.053835425132945
519852250,31,183,51.41665120897971
519852255,31,184,53.22480647398095
519852260,31,185,42.67043921311181
519852265,31,186,47.646835726742474
519852270,31,187,53.259226382125846
519852275,31,188,41.338085312671716
519852280,31,189,49.27974467642909
519852285,31,190,40.40121730466237
519852290,31,191,55.55122879548372
519852295,31,192,53.14920675629861
519852300,31,193,47.00991198758383
519852305,31,194,51.28804940870801
519852310,31,195,42.69073789954049
519852315,31,196,46.6235235830599
519852320,31,197,53.57767425731841
519852325,31,198,51.74654065674546
519852330,31,199,48.14079480694892
519852335,31,200,43.44479228012433
519852340,31,201,46.95900188981902
519852345,31,202,49.930248838153176
519852350,31,203,50.63169305551407
519852355,31,204,45.9316837500234
519852360,31,205,43.89832395614987
519852365,31,206,56.477326357433675
519852370,31,207,52.53983779029018
519852375,31,208,53.442563467172825
519852380,31,209,44.34245346228284
519852385,31,210,52.19920654348466
